Observer,Date,Precipitation,Cloud,Fog ,Wind,Temperature ,Name,UTM,Order,Plant
Group 5,7/13/15,N,C,C,N,77,Muir Woods,"E: 0304373, N: 4772105",Hymenoptera,Wild Mint
Group 5,7/13/15,N,C,C,N,77,Muir Woods,"E: 0304380, N: 4772103",Hymenoptera,White Clover
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303183, N: 4773397",Coleoptera,Daisy Fleabane
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303170, N: 4773391",Diptera,Daisy Fleabane
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303388, N: 4773587",Hemiptera,Cup Plant
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303386, N: 4773587",Hymenoptera,Bonset
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303418, N: 4773617",Lepidoptera,Black Eyed Susan
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303388, N: 4773604",Hemiptera,Purple Cone Flower
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303388, N: 4773587",Hemiptera,Cup Plant
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303387, N: 4773586",Hymenoptera,Bee Balm
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303387, N: 4773586",Hymenoptera,Bee Balm
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303373, N: 4773594",Hemiptera,Cup Plant
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303399, N: 4773616",Hymenoptera,Purple Cone Flower
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303400, N: 4773616",Hymenoptera,Spotted Mint
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303358, N: 4773569",Hymenoptera,Bee Balm
Group 5,7/13/15,Y,PC,C,N,77,Picnic Point,"E: 0303023, N: 4773298",Hymenoptera,Bee Balm
Group 10 ,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302827, 4773207",Coleoptera,White Avens
Group 10 ,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302822, 4773209",Hymenoptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302846, 4773201",Diptera,Daisy Fleabane
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302858, 4773205",Hymenoptera,Black Eyed Susan
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302858, 4773205",Lepidoptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302858, 4773205",Hymenoptera,Red Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302858, 4773205",Hymenoptera,Red Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302858, 4773193",Hymenoptera,Lanceleaf Coreopsis
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302860, 4772192",Hymenoptera,Black Eyed Susan
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302866, 4773197",Diptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302871, 4773202",Diptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302871, 4773203",Diptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302874, 4773204",Hymenoptera,Daisy Fleabane
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302874, 4773201",Hymenoptera,White Clover
Group 10,6/26/15,N,PC,C,N,75,Picnic Point Marsh,"0302826, 4773208",Hymenoptera,White Clover
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302295,  4773487",Diptera,Ox Aye
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302295,  4773487",Hymenoptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302296,  4773491",Diptera,Spiderwort
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302298,  4773492",Hymenoptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302293,  4773499",Hymenoptera,Lanceleaf Coreopsis
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302294,  4773502",Diptera,Lanceleaf Coreopsis
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302305, 4773514",Hymenoptera,Ox Aye
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302305, 4773515",Coleoptera,Black Eyed Susan
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302297, 4773526",Diptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302294, 4773527",Diptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302295, 4773524",Diptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302296, 4773533",Diptera,Lanceleaf Coreopsis
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302300, 4773544",Diptera,Spiderwort
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302300, 4773543",Hymenoptera,Black Eyed Susan
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302300, 4773543",Hymenoptera,Black Eyed Susan
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302317, 4773516",Diptera,White Prairie Clover
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302349, 4773626",Hymenoptera,Black Eyed Susan
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302334, 4773521",Hymenoptera,Spiderwort
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302304, 4773482",Hymenoptera,Ox Aye
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302297, 4773480",Diptera,Ox Aye
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302294, 4773484",Hemiptera,Purple Cone Flower
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302296, 4773485",Hymenoptera,Lanceleaf Coreopsis
Group 10,7/1/15,N,C,C,N,65,Biocore Prairie,"0302295, 4773494",Hymenoptera,Ox Aye
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302307, 4773479",Hemiptera,Ox Aye
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302301, 4773515",Hemiptera,Black Eyed Susan
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302308, 4773519",Diptera,Daisy Fleabane
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302335, 4773560",Hymenoptera,Black Eyed Susan
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302335, 4773560",Hymenoptera,Black Eyed Susan
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302335, 4773560",Coleoptera,Black Eyed Susan
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302543, 4773575",Hymenoptera,Black Eyed Susan
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302279, 4773573",Diptera,Wild Quinine
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302285, 4773516",Diptera,Lanceleaf Coreopsis
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302270, 4773482",Diptera,Daisy Fleabane
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302272, 4773470",Hymenoptera,Common Milkweed
Group 10,7/3/15,N,C,C,N,73,Biocore Prairie,"0302283, 4773446",Hymenoptera,Ox Aye
